budget,loss,training_loss
5808,0.7951616644859314,0.7489349856470621
11616,0.7917229384183884,0.6387345505171128
17424,0.7648856341838837,0.5602688730950056
23232,0.7537872716784477,0.557517279326684
29040,0.8003023862838745,0.5633375987420661
34848,0.8050117840369543,0.5689741413574084
40656,0.8090740484850747,0.5783249059797855
46464,0.789188664406538,0.5682878669019502
52272,0.8047558234797584,0.5684267756985505
58080,0.8047613650560379,0.5805935125284022
