budget,loss,training_loss
2904,0.5350984632968903,0.7173840275204639
5808,0.47283945232629776,0.6015629620309089
8712,0.47235511740048725,0.6189600591961144
11616,0.4708818830549717,0.627326915908611
14520,0.47381322681903837,0.5892979739900417
17424,0.4742254614830017,0.6012746638246715
20328,0.47603743204048704,0.6123531227001405
23232,0.47560684382915497,0.6164326998866483
26136,0.47857115666071576,0.6189355127139615
29040,0.4782413437962532,0.6243843975521269
31944,0.47747505523941736,0.6272253974667641
34848,0.4766923449933529,0.6288560328665208
37752,0.47968409955501556,0.6323919040749071
40656,0.47983731755188536,0.6182374796480872
43560,0.4797715127468109,0.6211352198806293
46464,0.47761472687125206,0.6221860060591855
49368,0.48004286780076866,0.6256475987608289
52272,0.4803147034512626,0.6278518811492455
55176,0.4827896136986582,0.6293946279771189
58080,0.48061401173472407,0.6304003546209319
