budget,loss,training_loss
1452,0.7798212766647339,0.5158431119354954
2904,0.5601928532123566,0.72993081455672
4356,0.5090524852275848,0.71142141698463
5808,0.5013437420129776,0.6826299704745373
7260,0.49897095561027527,0.6253518727260874
8712,0.49455776810646057,0.5919137262542123
10164,0.49466653168201447,0.573646545059927
11616,0.49282579123973846,0.5786694030835267
13068,0.4920826852321625,0.5829174768512707
14520,0.4933277815580368,0.5877597718128509
