budget,loss,training_loss
1452,0.961703896522522,0.5033975088810859
2904,0.6030612885951996,0.7124850406744793
4356,0.4716082662343979,0.6249553950913666
5808,0.45573386549949646,0.5725007667026667
7260,0.45121559500694275,0.5232589103875246
8712,0.45179520547389984,0.5132645394113601
10164,0.45302845537662506,0.5158535225007012
11616,0.4555448740720749,0.5150984924832469
13068,0.45592162013053894,0.5149788990663617
14520,0.45677047967910767,0.5148707839701047
