budget,loss,training_loss
2904,0.6204858422279358,0.6996103444282284
5808,0.48721993714571,1.11051814173586
8712,0.5022954295078913,1.0752973138530872
11616,0.5161393620073795,1.0666876071813247
14520,0.5235750526189804,1.080051817650592
17424,0.5310532848040262,1.0709936511034241
20328,0.5335193340267453,1.064499786312123
23232,0.5361781269311905,1.0707261330260407
26136,0.5379921827051375,1.0648062054480827
29040,0.5420112371444702,1.05908175534891
31944,0.540515891530297,1.0546455656866756
34848,0.5435257864495119,1.0507274668299853
37752,0.5456830320449976,1.0488941613701366
40656,0.5467701660735267,1.052367668916061
43560,0.5499377975861232,1.0494493629012238
46464,0.5506615601480007,1.047678525526052
49368,0.5517512568656135,1.0498906638946193
52272,0.5537558611896303,1.0473473265898399
55176,0.5525979995727539,1.0454666580338752
58080,0.5529167488217354,1.0436191009483262
