budget,loss,training_loss
2904,0.6703132688999176,0.8085003293017722
5808,0.5384089946746826,1.1728845773977803
8712,0.5568950970967611,1.1284403918090127
11616,0.5604051277041435,1.1186623105245201
14520,0.5667623996734619,1.1319066062730787
17424,0.5654037296772003,1.1197532273465614
20328,0.5677696934768132,1.1131835164501864
23232,0.5705133937299252,1.1207862745979882
26136,0.5682610107792748,1.1169263719941167
29040,0.5716066747903824,1.1113983242137713
31944,0.5691037421876733,1.1086151348721525
34848,0.5704471369584402,1.106073925636291
37752,0.5684406138383425,1.103314002518233
40656,0.5735393975462232,1.107871504536139
43560,0.5733468194802602,1.1057727362747478
46464,0.571114556863904,1.1033941697098566
49368,0.5675514515708474,1.1076136933902236
52272,0.5755001588000191,1.1058217534354051
55176,0.5714487919681951,1.1039931678659853
58080,0.5733010396361351,1.1027065566123988
