budget,loss,training_loss
2904,0.6541418433189392,0.8139684488639719
5808,0.4848800376057625,1.259275165924767
8712,0.481965313355128,1.1742042781957172
11616,0.4831462688744068,1.1432376825863972
14520,0.484332400560379,1.1277837445799423
17424,0.4843037923177083,1.1152328122345438
20328,0.48539590409823824,1.110524232992419
23232,0.48488232865929604,1.105604573814404
26136,0.48526037236054737,1.1114779009620457
29040,0.48532024323940276,1.107650944076581
31944,0.4856349663300948,1.1042486270572858
34848,0.48677178968985874,1.108342997293299
37752,0.48868593917443204,1.1056435352136273
40656,0.4851187233413969,1.1027416720676926
43560,0.48626699844996135,1.1016371702849825
46464,0.48415425792336464,1.0989986303848676
49368,0.48562368399956646,1.097520999346946
52272,0.4855876912673314,1.1008965741400776
55176,0.4843000299052188,1.0988155593520017
58080,0.48708258122205733,1.0974391085182975
