budget,loss,training_loss
1452,0.7099454998970032,0.47838948379751955
2904,0.44468557089567184,1.3003092603274093
4356,0.44553430875142414,1.023979772269009
5808,0.45294928923249245,0.9363799725053175
7260,0.45603291094303133,0.9624470283048521
8712,0.4586446136236191,0.9496506547007888
10164,0.4595526435545513,0.94032755140867
11616,0.46239330992102623,0.9303796815163021
13068,0.4700126631392373,0.9234151839214098
14520,0.4731278672814369,0.9185598917762481
